Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
3月 14 2021 11:33:19,2852,2,5,9,1.86,0.898,0.761,0.981,4,1,0.1021,0.239,0.0188,0.0834,0.0101,document.createElement(_section_);adj. 精神病的；精神错乱的. n. 精神变态者psychopathic()-->好好学习. adj. 精神病的；精神错乱的n. 精神变态者psychopathic
3月 14 2021 11:33:24,4539,1,2,1,0.75,0.948,0.922,0.991,4,1,0.0524,0.0776,0.0093,0.0431,0.0027,document.createElement(_section_);antibody()-->. antibody
3月 14 2021 11:33:26,295,2,5,9,1.73,0.898,0.76,0.981,4,1,0.1019,0.2398,0.0188,0.0831,0.01,document.createElement(_section_);impatience()-->. impatience
3月 14 2021 11:34:12,334,1,2,2,1,0.947,0.923,0.991,1,0,0.9473,0.9227,0.9907,-0.0434,-0.0842,document.createElement(_section_);n. 一神论者monotheist()-->好好学习. n. 一神论者monotheist
3月 14 2021 11:34:21,3676,1,2,3,1.53,0.947,0.921,0.991,4,1,0.0527,0.0786,0.0093,0.0434,0.0027,document.createElement(_section_);incredulous()-->. incredulous
3月 14 2021 11:34:29,3613,1,2,1,0.5,0.945,0.941,0.838,1,0,0.9449,0.9411,0.8382,0.1067,0.1902,document.createElement(_section_);n. 友好；亲善关系；友好关系. n. (Amity)人名；(英、中非)阿米蒂amity()-->好好学习. n. 友好；亲善关系；友好关系n. (Amity)人名；(英、中非)阿米蒂amity
3月 14 2021 11:34:34,5048,4,13,32,2.45,0.905,0.985,0.994,4,1,0.0955,0.0151,0.0062,0.0893,0.0091,document.createElement(_section_);-vid/vis()https://dict.youdao.com/dictvoice?audio=-vid/vis&type=1-->. -vid/vis. https://dict.youdao.com/dictvoice?audio=-vid/vis&type=1
3月 14 2021 11:36:04,4010,2,5,5,0.91,0.897,0.76,0.981,4,1,0.1025,0.24,0.0186,0.0839,0.0102,document.createElement(_section_);compatible()-->. compatible
3月 14 2021 11:36:43,3492,1,2,2,0.8,0.945,0.942,0.806,3,1,0.0551,0.0585,0.1941,-0.139,-0.0346,document.createElement(_section_);n. 征兵；征兵制度；征用conscription()-->好好学习. n. 征兵；征兵制度；征用conscription
3月 14 2021 11:36:48,4000,1,2,3,1.32,0.947,0.922,0.991,4,1,0.0527,0.0782,0.0092,0.0435,0.0027,document.createElement(_section_);polytheism()-->. polytheism
3月 14 2021 11:36:53,232,1,2,5,2.29,0.947,0.921,0.991,4,1,0.0527,0.079,0.0093,0.0434,0.0027,document.createElement(_section_);discredit()-->. discredit
Mar 14 2021 19:38:29,1075,4,11,46,4.19,0.869,0.984,0.994,4,1,0.1311,0.0163,0.0063,0.1248,0.0171,document.createElement(_section_);prevision()-->. prevision
Mar 14 2021 19:38:40,1551,4,11,49,4.47,0.869,0.984,0.994,4,1,0.1311,0.0163,0.0062,0.1248,0.0171,document.createElement(_section_);spectrum()-->. spectrum
Mar 14 2021 19:38:43,4669,1,2,3,1.44,0.947,0.876,0.988,4,1,0.0526,0.1241,0.0119,0.0407,0.0026,document.createElement(_section_);theology()-->. theology
Mar 14 2021 19:38:46,4249,1,2,3,1.54,0.947,0.877,0.988,4,1,0.0526,0.1233,0.0118,0.0408,0.0026,document.createElement(_section_);antiwar()-->. antiwar
3月 14 2021 19:40:19,4754,1,2,5,2.27,0.945,0.907,0.81,3,1,0.0551,0.0926,0.1898,-0.1347,-0.033,document.createElement(_section_);inscription()-->. inscription
3月 14 2021 19:40:32,5192,4,7,63,9.04,0.855,0.984,0.994,3,1,0.1445,0.0164,0.0062,0.1383,0.0208,document.createElement(_section_);respectful()-->. respectful
3月 14 2021 19:40:36,3557,2,5,17,3.41,0.898,0.722,0.979,4,1,0.1024,0.2778,0.0208,0.0816,0.0101,document.createElement(_section_);-holic()-->. -holic
3月 14 2021 19:40:42,4875,2,5,9,1.7,0.898,0.722,0.979,4,1,0.1023,0.2781,0.0208,0.0815,0.01,document.createElement(_section_);-pict()-->. -pict
3月 14 2021 19:41:11,3468,1,2,9,4.42,0.948,0.876,0.988,4,1,0.0525,0.1244,0.0119,0.0406,0.0026,document.createElement(_section_);incredible()-->. incredible
3月 14 2021 19:41:14,5049,1,2,5,2.75,0.948,0.877,0.988,4,1,0.0524,0.1231,0.0118,0.0406,0.0026,document.createElement(_section_);adj. 反对战争的antiwar()-->好好学习. adj. 反对战争的antiwar
3月 14 2021 19:41:20,1147,1,2,7,3.37,0.948,0.877,0.988,4,1,0.0524,0.1233,0.0118,0.0406,0.0026,document.createElement(_section_);-ambi/amphi()https://dict.youdao.com/dictvoice?audio=-ambi/amphi&type=1-->. -ambi/amphi. https://dict.youdao.com/dictvoice?audio=-ambi .
3月 14 2021 19:41:23,3454,1,2,4,1.9,0.948,0.877,0.988,4,1,0.0524,0.1231,0.0118,0.0406,0.0026,document.createElement(_section_);n. 抗菌药. adj. 抗菌的，灭菌的antibacterial()-->好好学习. n. 抗菌药adj. 抗菌的，灭菌的antibacterial
3月 14 2021 19:41:34,4633,1,2,5,2.55,0.948,0.877,0.988,4,1,0.0524,0.1232,0.0118,0.0405,0.0026,document.createElement(_section_);n. 多神论；多神教polytheism()-->好好学习. n. 多神论；多神教polytheism
3月 14 2021 19:41:38,4234,1,2,2,1.15,0.943,0.907,0.814,4,1,0.0573,0.0926,0.1859,-0.1286,-0.0313,document.createElement(_section_);prologue()-->. prologue
3月 14 2021 19:41:53,4274,2,5,17,3.37,0.898,0.722,0.979,4,1,0.1019,0.2775,0.0208,0.0811,0.0099,document.createElement(_section_);sympathetic()-->. sympathetic
3月 14 2021 19:41:57,4083,1,2,8,4.07,0.948,0.877,0.988,4,1,0.0523,0.1231,0.0118,0.0405,0.0026,document.createElement(_section_);n. 古董；珍品. n. (Curio)人名；(意)库里奥curio()-->好好学习. n. 古董；珍品n. (Curio)人名；(意)库里奥curio
3月 14 2021 19:42:59,3762,2,4,7,1.63,0.898,0.723,0.979,3,1,0.1017,0.2771,0.0207,0.0809,0.0099,document.createElement(_section_);adj. 冷漠的；无动于衷的，缺乏兴趣的apathetic()-->好好学习. adj. 冷漠的；无动于衷的，缺乏兴趣的apathetic
3月 14 2021 19:43:05,5227,1,2,2,1.2,0.945,0.909,0.818,4,1,0.0547,0.0913,0.182,-0.1273,-0.0301,document.createElement(_section_);vi. 同情，怜悯；支持sympathize()-->好好学习. vi. 同情，怜悯；支持sympathize
3月 14 2021 19:46:38,2209,1,2,3,1.38,0.948,0.876,0.988,4,1,0.0523,0.1235,0.0119,0.0404,0.0026,document.createElement(_section_);adj. 模糊不清的，模棱两可的；不明确的，不明朗的；引起歧义的ambiguous()-->好好学习. adj. 模糊不清的，模棱两可的；不明确的，不明朗的；引起歧义的ambiguous
3月 14 2021 19:46:42,4288,1,2,7,3.66,0.948,0.876,0.988,4,1,0.0522,0.1236,0.0119,0.0404,0.0026,document.createElement(_section_);n. 对立面；对照；对仗antithesis()-->好好学习. n. 对立面；对照；对仗antithesis
3月 14 2021 19:46:44,4338,1,2,3,1.27,0.948,0.876,0.988,4,1,0.0522,0.1236,0.0119,0.0403,0.0026,document.createElement(_section_);v. 预料，预期；预见，预计（并做准备）； 期盼，期望； 先于……做，早于……行动；在期限内履行（义务），偿还（债务）；提前使用anticipate()-->好好学习. v. 预料，预期；预见，预计（并做准备）； 期盼，期望； .
3月 14 2021 19:46:47,4642,1,2,4,1.76,0.948,0.876,0.988,4,1,0.0522,0.124,0.0119,0.0403,0.0026,document.createElement(_section_);-anti/ante/ance()https://dict.youdao.com/dictvoice?audio=-anti/ante/ance&type=1-->. -anti/ante/ance. https://dict.youdao.com/dictvoice?audio= .
3月 14 2021 19:49:11,4065,5,9,50,5.59,0.916,0.982,0.994,3,1,0.0841,0.0178,0.0063,0.0778,0.007,document.createElement(_section_);perspicuous()-->. perspicuous
3月 14 2021 19:53:18,2413,1,2,4,1.95,0.948,0.876,0.988,4,1,0.0521,0.1244,0.0119,0.0402,0.0026,document.createElement(_section_);antibacterial()-->. antibacterial
3月 14 2021 19:53:21,4571,1,2,4,2,0.948,0.876,0.988,4,1,0.0521,0.1243,0.0119,0.0402,0.0026,document.createElement(_section_);n. 信任；凭证；祭器台（等于credence table，credenza）credence()-->好好学习. n. 信任；凭证；祭器台（等于credence table，credenza）credence
3月 14 2021 19:53:27,2403,2,5,5,1.09,0.899,0.721,0.979,4,1,0.1013,0.2788,0.0208,0.0805,0.0098,document.createElement(_section_);shopaholic()-->. shopaholic
3月 14 2021 19:53:31,3875,1,2,1,0.63,0.945,0.907,0.821,4,1,0.0545,0.0927,0.1787,-0.1242,-0.0289,document.createElement(_section_);pathos()-->. pathos
3月 14 2021 19:53:34,5285,1,2,4,2.11,0.948,0.876,0.988,4,1,0.0521,0.1244,0.0119,0.0401,0.0026,document.createElement(_section_);antique()-->. antique
3月 14 2021 19:53:36,511,2,5,7,1.36,0.899,0.721,0.979,4,1,0.1012,0.2792,0.0209,0.0803,0.0098,document.createElement(_section_);-scrib()-->. -scrib
3月 14 2021 19:53:52,2374,1,2,5,2.32,0.948,0.876,0.988,4,1,0.0519,0.1243,0.0119,0.04,0.0026,document.createElement(_section_);n. 泛神论者pantheist()-->好好学习. n. 泛神论者pantheist
3月 14 2021 19:53:58,5289,1,2,4,2.08,0.948,0.876,0.988,3,1,0.0519,0.1244,0.0119,0.04,0.0026,document.createElement(_section_);n. 信用，信誉；[金融] 贷款；学分；信任；声望. vt. 相信，信任；把…归给，归功于；赞颂credit()-->好好学习. n. 信用，信誉；[金融] 贷款；学分；信任；声望vt. 相信，信任；把…归给，归功于；赞颂credit
3月 14 2021 19:54:13,5187,1,2,3,1.29,0.946,0.908,0.825,3,1,0.0544,0.0923,0.1752,-0.1208,-0.0277,document.createElement(_section_);amity()-->. amity
3月 14 2021 19:55:42,3175,3,5,4,0.7,0.877,0.898,0.898,3,1,0.1234,0.1019,0.1019,0.0215,0.0048,document.createElement(_section_);despise()-->. despise
3月 14 2021 19:55:45,3987,1,2,3,1.48,0.948,0.876,0.988,4,1,0.0519,0.1244,0.0119,0.04,0.0026,document.createElement(_section_);n. 始祖，祖先；被继承人ancestor()-->好好学习. n. 始祖，祖先；被继承人ancestor
3月 14 2021 19:55:47,5291,1,2,4,1.94,0.948,0.875,0.988,4,1,0.0519,0.1245,0.0119,0.04,0.0026,document.createElement(_section_);adj. 轻信的；因轻信而产生的credulous()-->好好学习. adj. 轻信的；因轻信而产生的credulous
3月 14 2021 19:55:53,4845,2,5,9,1.75,0.899,0.722,0.979,4,1,0.101,0.2783,0.0208,0.0801,0.0098,document.createElement(_section_);-pati/path()https://dict.youdao.com/dictvoice?audio=-pati/path&type=1-->好好学习. -pati/pathhttps://dict.youdao.com/dictvoice?audio=-pati/path&type=1
3月 14 2021 19:55:56,4354,7,22,71,3.24,0.954,0.986,0.993,4,1,0.0462,0.0137,0.0071,0.0391,0.0021,document.createElement(_section_);professional()-->. professional
3月 14 2021 19:56:01,5282,1,2,10,4.84,0.948,0.874,0.988,4,1,0.0518,0.1258,0.012,0.0398,0.0025,document.createElement(_section_);credit()-->. credit
3月 14 2021 19:56:27,181,7,2,1,0.5,0.68,0.353,0.958,1,0,0.6795,0.3535,0.9579,-0.2783,-0.4558,document.createElement(_section_);avocation()-->. avocation
3月 14 2021 19:57:01,3513,1,2,4,1.8,0.946,0.875,0.988,4,1,0.0536,0.1246,0.0118,0.0418,0.0027,document.createElement(_section_);n. 泛神论；多神教pantheism()-->好好学习. n. 泛神论；多神教pantheism
3月 14 2021 19:57:15,3181,1,2,3,1.68,0.946,0.875,0.988,4,1,0.0536,0.1246,0.0118,0.0418,0.0027,document.createElement(_section_);n. 爱好者，热心家；热烈支持者；狂热者，基督教狂热分子enthusiast()-->好好学习. n. 爱好者，热心家；热烈支持者；狂热者，基督教狂热分子enthusiast
3月 14 2021 19:57:42,5290,1,2,4,2.06,0.946,0.875,0.988,4,1,0.0536,0.1247,0.0118,0.0418,0.0027,document.createElement(_section_);vt. 不信；使……丢脸. n. 怀疑；无信用；名声的败坏discredit()-->好好学习. vt. 不信；使……丢脸n. 怀疑；无信用；名声的败坏discredit
3月 14 2021 19:58:28,3624,6,15,11,0.75,0.747,0.786,0.803,4,1,0.2525,0.2138,0.1967,0.0558,0.0251,document.createElement(_section_);ineffable()-->. ineffable
3月 14 2021 19:58:34,4968,1,2,3,1.62,0.946,0.874,0.988,4,1,0.0536,0.126,0.0119,0.0417,0.0027,document.createElement(_section_);credible()-->. credible
3月 14 2021 19:58:43,1927,2,5,5,0.98,0.896,0.721,0.979,4,1,0.1041,0.2786,0.0206,0.0835,0.0104,document.createElement(_section_);n. 孤独恐怖；[心理] 自我恐怖autophobia()-->好好学习. n. 孤独恐怖；[心理] 自我恐怖autophobia
3月 14 2021 19:58:47,3858,2,5,5,1.02,0.896,0.721,0.979,4,1,0.1039,0.2787,0.0206,0.0834,0.0104,document.createElement(_section_);n. 恐怖，憎恶；恐惧症-phobia()-->好好学习. n. 恐怖，憎恶；恐惧症-phobia
3月 14 2021 19:58:58,3268,1,2,2,1.18,0.947,0.875,0.988,4,1,0.0534,0.1247,0.0118,0.0416,0.0027,document.createElement(_section_);n. [电讯] 天线；[动] 触角，[昆] 触须. n. (Antenna)人名；(法)安泰纳antenna()-->好好学习. n. [电讯] 天线；[动] 触角，[昆] 触须n. (Antenna)人名；(法)安泰纳antenna
3月 14 2021 19:59:00,5283,1,2,5,2.47,0.947,0.874,0.988,4,1,0.0533,0.126,0.0119,0.0415,0.0027,document.createElement(_section_);credulous()-->. credulous
3月 14 2021 19:59:03,3148,1,2,3,1.7,0.947,0.875,0.988,4,1,0.0533,0.1247,0.0118,0.0415,0.0027,document.createElement(_section_);-anti/ante/ance()https://dict.youdao.com/dictvoice?audio=-anti/ante/ance&type=1-->好好学习. -anti/ante/ancehttps://dict.youdao.com .
3月 14 2021 19:59:05,3326,1,2,4,1.96,0.947,0.875,0.988,4,1,0.0533,0.1247,0.0118,0.0415,0.0027,document.createElement(_section_);n. 野心，雄心；抱负，志向. vt. 追求；有…野心ambition()-->好好学习. n. 野心，雄心；抱负，志向vt. 追求；有…野心ambition
3月 14 2021 19:59:23,115,3,5,5,1.05,0.842,0.72,0.799,4,1,0.1581,0.2803,0.2009,-0.0428,-0.0154,document.createElement(_section_);improvisation()-->. improvisation
3月 14 2021 19:59:35,4165,1,2,1,0.75,0.944,0.909,0.829,2,0,0.9442,0.9094,0.8292,0.115,0.2039,document.createElement(_section_);n. 题词；铭文；刻印inscription()-->好好学习. n. 题词；铭文；刻印inscription
3月 14 2021 19:59:40,4021,1,2,10,5.15,0.947,0.874,0.988,4,1,0.0534,0.126,0.0119,0.0415,0.0027,document.createElement(_section_);-the()-->. -the
3月 14 2021 19:59:42,3333,7,18,73,4.04,0.95,0.986,0.993,4,1,0.0501,0.0137,0.007,0.0431,0.0025,document.createElement(_section_);fatal()-->. fatal
3月 14 2021 19:59:53,1469,1,2,3,1.52,0.944,0.907,0.815,4,1,0.0559,0.0925,0.1849,-0.1291,-0.0311,document.createElement(_section_);pathetic()-->. pathetic
3月 14 2021 19:59:56,3506,1,2,10,4.87,0.947,0.875,0.988,4,1,0.0534,0.125,0.0118,0.0416,0.0027,document.createElement(_section_);antenna()-->. antenna
3月 14 2021 20:00:04,3415,1,2,3,1.64,0.947,0.875,0.988,4,1,0.0534,0.1249,0.0118,0.0416,0.0027,document.createElement(_section_);n. 神学；宗教体系theology()-->好好学习. n. 神学；宗教体系theology
3月 14 2021 20:00:16,506,4,11,35,3.18,0.869,0.984,0.994,4,1,0.1311,0.0164,0.0061,0.1249,0.0171,document.createElement(_section_);suspicious()-->. suspicious
3月 14 2021 20:00:35,4639,2,5,9,1.9,0.896,0.721,0.979,4,1,0.1038,0.2788,0.0206,0.0832,0.0103,document.createElement(_section_);n. 恐高症，高处恐怖症acrophobia()-->好好学习. n. 恐高症，高处恐怖症acrophobia
3月 14 2021 20:00:39,4473,2,5,12,2.45,0.896,0.721,0.979,4,1,0.1036,0.2788,0.0206,0.0831,0.0103,document.createElement(_section_);n. 恐怖，憎恶；恐惧症phobia()-->好好学习. n. 恐怖，憎恶；恐惧症phobia
3月 14 2021 20:00:42,5205,1,2,3,1.36,0.947,0.875,0.988,4,1,0.0532,0.125,0.0118,0.0414,0.0027,document.createElement(_section_);adj. 可靠的，可信的credible()-->好好学习. adj. 可靠的，可信的credible
3月 14 2021 20:00:45,3895,4,11,19,1.77,0.951,0.894,0.916,4,1,0.0489,0.1063,0.0838,-0.0348,-0.0046,document.createElement(_section_);-fess()-->. -fess
3月 14 2021 20:00:57,2456,2,5,9,1.73,0.897,0.72,0.979,4,1,0.1034,0.2797,0.0206,0.0828,0.0103,document.createElement(_section_);prescription()-->. prescription
3月 14 2021 20:01:03,4784,4,11,38,3.43,0.869,0.984,0.994,4,1,0.1311,0.0164,0.0061,0.125,0.0171,document.createElement(_section_);visa()-->. visa
3月 14 2021 20:01:08,3935,2,5,5,1.01,0.897,0.721,0.979,4,1,0.1033,0.2794,0.0206,0.0827,0.0102,document.createElement(_section_);enemy()-->. enemy
3月 14 2021 20:01:17,4309,1,2,3,1.41,0.947,0.874,0.988,4,1,0.053,0.1264,0.0119,0.0411,0.0027,document.createElement(_section_);credo()-->. credo
3月 14 2021 20:01:30,2823,6,15,5,0.36,0.749,0.786,0.786,4,1,0.2514,0.2141,0.2141,0.0374,0.0174,document.createElement(_section_);confabulate()-->. confabulate
3月 14 2021 20:01:52,3210,1,2,6,3.21,0.941,0.909,0.818,3,1,0.0594,0.0911,0.1815,-0.1221,-0.0294,document.createElement(_section_);indication()-->. indication
3月 14 2021 20:02:14,1427,2,5,4,0.89,0.898,0.721,0.979,4,1,0.102,0.2791,0.0206,0.0814,0.01,document.createElement(_section_);sympathize()-->. sympathize
3月 14 2021 20:02:35,3185,5,11,18,1.63,0.846,0.844,0.878,4,1,0.1539,0.1559,0.1224,0.0315,0.0087,document.createElement(_section_);abdicate()-->. abdicate
3月 14 2021 20:02:45,538,1,2,10,5.06,0.948,0.875,0.988,4,1,0.0523,0.1251,0.0118,0.0405,0.0026,document.createElement(_section_);n. 一神论者；有神论者theist()-->好好学习. n. 一神论者；有神论者theist
Mar 15 2021 13:50:06,3201,5,14,20,1.4,0.766,0.473,0.965,4,1,0.2338,0.5269,0.0347,0.1991,0.0535,document.createElement(_section_);vt. 约束，限定；在……上画圈；包围；（几何学）外接circumscribe()-->好好学习. vt. 约束，限定；在……上画圈；包围；（几何学）外接circumscribe
Mar 15 2021 13:50:27,458,1,2,2,0.96,0.948,0.895,0.989,4,1,0.0518,0.1054,0.0107,0.0411,0.0026,document.createElement(_section_);eradicate()-->. eradicate
Mar 15 2021 13:50:33,4145,1,2,3,1.3,0.948,0.898,0.989,4,1,0.0518,0.1025,0.0105,0.0413,0.0026,document.createElement(_section_);n. 气味；嗅觉；痕迹；察觉能力. vt. 闻到；发觉；使充满…的气味；循着遗臭追踪. vi. 发出…的气味；有…的迹象；嗅着气味追赶. n. (Scent)人名；(英)森特scent()-->好好学习. n. 气味；嗅觉；痕迹；察觉能力vt .
Mar 15 2021 13:50:45,3660,3,8,8,1.02,0.853,0.645,0.975,4,1,0.1469,0.3554,0.0249,0.122,0.021,document.createElement(_section_);adj. 胆小的；羞怯的timid()-->好好学习. adj. 胆小的；羞怯的timid
Mar 15 2021 13:50:55,3430,1,2,7,3.34,0.948,0.897,0.989,4,1,0.0516,0.1025,0.0105,0.041,0.0025,document.createElement(_section_);n. 波浪的推动力；船的上升运动. vi. 船上升；左右摇晃-scend()-->好好学习. n. 波浪的推动力；船的上升运动vi. 船上升；左右摇晃-scend
Mar 15 2021 13:53:03,5027,8,21,64,3.05,0.953,0.986,0.993,4,1,0.0469,0.0138,0.0069,0.04,0.0022,document.createElement(_section_);contradictious()-->. contradictious
Mar 15 2021 13:53:10,5267,1,2,3,1.63,0.944,0.89,0.821,4,1,0.0563,0.1104,0.1792,-0.1229,-0.0289,document.createElement(_section_);circumscription()-->. circumscription
Mar 15 2021 13:53:13,3321,1,2,2,0.76,0.948,0.897,0.989,4,1,0.0516,0.1026,0.0106,0.041,0.0026,document.createElement(_section_);n. 后裔，子孙；（由过去类似物发展来的）派生物；（机器等）后继型产品. adj. 下降的；祖传的descendant()-->好好学习. n. 后裔，子孙；（由过去类似物发展来的）派生物；（机器等）后继型产品adj. 下降的；祖传的descendant
Mar 15 2021 13:53:20,4143,3,8,17,2.19,0.854,0.644,0.975,4,1,0.1464,0.3557,0.025,0.1214,0.0208,document.createElement(_section_);abbr. 图象（picture）-pict()-->好好学习. abbr. 图象（picture）-pict
Mar 15 2021 13:53:25,3510,5,14,30,2.13,0.77,0.473,0.965,4,1,0.2301,0.5271,0.0347,0.1953,0.0517,document.createElement(_section_);vt. 归因于；归咎于ascribe()-->好好学习. vt. 归因于；归咎于ascribe
Mar 15 2021 13:53:30,3517,1,2,4,1.84,0.949,0.894,0.989,4,1,0.0509,0.1059,0.0107,0.0402,0.0025,document.createElement(_section_);-radi()-->. -radi
Mar 15 2021 13:53:32,3727,4,13,59,4.52,0.905,0.985,0.994,4,1,0.0955,0.0148,0.0059,0.0896,0.0091,document.createElement(_section_);-gram/graph()https://dict.youdao.com/dictvoice?audio=-gram/graph&type=1-->. -gram/graph. https://dict.youdao.com/dictvoice?audio=-gram .
Mar 15 2021 13:53:40,4464,1,2,6,2.93,0.949,0.894,0.989,4,1,0.0509,0.1059,0.0107,0.0402,0.0025,document.createElement(_section_);radical()-->. radical
Mar 15 2021 13:54:22,5177,8,2,3,1.46,0.961,0.986,0.993,2,0,0.9607,0.9862,0.9932,-0.0326,-0.0637,document.createElement(_section_);dictator()-->. dictator
Mar 15 2021 13:54:29,3613,1,2,1,0.64,0.944,0.891,0.824,4,1,0.0557,0.1092,0.1762,-0.1204,-0.0279,document.createElement(_section_);n. 友好；亲善关系；友好关系. n. (Amity)人名；(英、中非)阿米蒂amity()-->好好学习. n. 友好；亲善关系；友好关系n. (Amity)人名；(英、中非)阿米蒂amity
Mar 15 2021 13:54:51,1320,5,8,10,1.29,0.876,0.856,0.907,3,1,0.1238,0.1438,0.0933,0.0305,0.0066,document.createElement(_section_);provocation()-->. provocation
Mar 15 2021 13:55:06,4772,2,5,6,1.21,0.901,0.782,0.983,4,1,0.0992,0.218,0.0171,0.082,0.0095,document.createElement(_section_);ancestor()-->. ancestor
Mar 15 2021 13:55:33,3278,8,18,55,3.06,0.932,0.986,0.993,4,1,0.0684,0.0141,0.0068,0.0616,0.0046,document.createElement(_section_);addictive()-->. addictive
Mar 15 2021 13:55:45,4747,2,3,9,2.9,0.896,0.841,0.824,3,1,0.1037,0.1594,0.1755,-0.0719,-0.0201,document.createElement(_section_);amatory()-->. amatory
Mar 15 2021 13:55:55,5054,4,7,6,0.86,0.803,0.676,0.832,4,1,0.1968,0.3245,0.1681,0.0288,0.0105,document.createElement(_section_);n. 图表；图解. vt. 用图解法表示diagram()-->好好学习. n. 图表；图解vt. 用图解法表示diagram
Mar 15 2021 13:56:05,5296,1,2,4,2.05,0.949,0.897,0.989,3,1,0.051,0.1028,0.0106,0.0404,0.0025,document.createElement(_section_);adj. 卓越的；超常的；出类拔萃的. n. 卓越的人；超绝物transcendent()-->好好学习. adj. 卓越的；超常的；出类拔萃的n. 卓越的人；超绝物transcendent
Mar 15 2021 13:56:10,4443,4,13,51,3.9,0.898,0.986,0.994,4,1,0.1024,0.0137,0.0058,0.0966,0.0105,document.createElement(_section_);n. 描述，描写；类型；说明书description()-->好好学习. n. 描述，描写；类型；说明书description
Mar 15 2021 13:56:32,4821,8,23,68,2.98,0.961,0.986,0.993,4,1,0.0393,0.0138,0.0067,0.0327,0.0015,document.createElement(_section_);auditory()-->. auditory
Mar 15 2021 13:56:53,4929,1,2,1,0.5,0.94,0.89,0.832,2,0,0.9401,0.8904,0.8325,0.1077,0.1908,document.createElement(_section_);epigram()-->. epigram
Mar 15 2021 13:57:01,1819,2,5,26,5.23,0.932,0.994,0.995,4,1,0.0678,0.0062,0.0051,0.0627,0.0046,document.createElement(_section_);phobia()-->. phobia
Mar 15 2021 13:57:11,1828,1,2,3,1.52,0.948,0.895,0.989,3,1,0.0517,0.1051,0.0107,0.041,0.0026,document.createElement(_section_);scent()-->. scent
Mar 15 2021 13:57:22,4168,4,12,44,3.67,0.869,0.986,0.994,4,1,0.1311,0.0137,0.0057,0.1253,0.0171,document.createElement(_section_);script()-->. script
Mar 15 2021 13:57:46,5066,2,4,1,0.37,0.894,0.842,0.823,4,1,0.1057,0.1577,0.1768,-0.0711,-0.0201,document.createElement(_section_);transpicuous()-->. transpicuous
Mar 15 2021 13:58:02,5268,3,7,11,1.55,0.853,0.644,0.975,4,1,0.1468,0.3564,0.025,0.1218,0.0209,document.createElement(_section_);conscription()-->. conscription
Mar 15 2021 13:58:10,3435,1,2,5,2.46,0.948,0.897,0.989,4,1,0.0515,0.1034,0.0106,0.0409,0.0025,document.createElement(_section_);adj. 根深蒂固的，不能根除的ineradicable()-->好好学习. adj. 根深蒂固的，不能根除的ineradicable
Mar 15 2021 14:01:45,4547,4,12,44,3.65,0.869,0.985,0.994,4,1,0.1311,0.0146,0.0058,0.1252,0.0171,document.createElement(_section_);calligraphy()-->. calligraphy
Mar 15 2021 14:02:43,3957,1,2,3,1.26,0.948,0.896,0.989,2,0,0.9482,0.8965,0.9894,-0.0412,-0.0799,document.createElement(_section_);n. 上升；耶稣升天. n. (Ascension)人名；(西)阿森西翁ascension()-->好好学习. n. 上升；耶稣升天n. (Ascension)人名；(西)阿森西翁ascension
Mar 15 2021 14:02:47,4531,2,4,10,2.51,0.899,0.781,0.983,3,1,0.1009,0.2185,0.017,0.0839,0.0099,document.createElement(_section_);adj. 不能相信的，难以置信的；极好的，极大的incredible()-->好好学习. adj. 不能相信的，难以置信的；极好的，极大的incredible
Mar 15 2021 14:02:58,4241,2,5,7,1.37,0.899,0.781,0.983,4,1,0.1008,0.219,0.017,0.0838,0.0099,document.createElement(_section_);polytheist()-->. polytheist
Mar 15 2021 14:03:12,4949,2,3,3,1.03,0.894,0.838,0.828,4,1,0.1058,0.1616,0.172,-0.0662,-0.0184,document.createElement(_section_);n. [内科] 狂犬病；[内科] 恐水病hydrophobia()-->好好学习. n. [内科] 狂犬病；[内科] 恐水病hydrophobia
Mar 15 2021 14:03:25,3371,3,2,3,1.29,0.85,0.644,0.975,2,0,0.8496,0.6437,0.9753,-0.1257,-0.2295,document.createElement(_section_);n. [语] 象形文字；古代石壁画；统计图表pictograph()-->好好学习. n. [语] 象形文字；古代石壁画；统计图表pictograph
Mar 15 2021 14:03:29,4755,2,6,30,4.99,0.932,0.994,0.995,4,1,0.0678,0.0063,0.0051,0.0627,0.0046,document.createElement(_section_);amateur()-->. amateur
Mar 15 2021 14:03:35,3774,6,17,40,2.35,0.899,0.98,0.994,4,1,0.1007,0.0203,0.0062,0.0945,0.0101,document.createElement(_section_);speculator()-->. speculator
Mar 15 2021 14:03:40,4282,1,2,4,1.89,0.947,0.896,0.99,4,1,0.0529,0.1043,0.0105,0.0424,0.0027,document.createElement(_section_);adj. 激进的；根本的；彻底的. n. 基础；激进分子；[物化] 原子团；[数] 根数radical()-->好好学习. adj. 激进的；根本的；彻底的n. 基础；激进分子；[物化] 原子团；[数] 根数radical
Mar 15 2021 14:03:56,4266,4,2,1,0.5,0.839,0.869,0.927,2,0,0.839,0.8686,0.9269,-0.088,-0.1554,document.createElement(_section_);spectator()-->. spectator
